QID	TITLE	BODY	CATEGORY	PUBLISHEDDATE
YA:20160517141047AAgh5c9	Do anyone know where I can find a good girdle for a plus size woman?	I m looking for a good girdle that can give me support and slim me down where its noticeable. I know it a girdle isn t a miracle worker but the ones I ve tried so far is crap. The problem I have is that I m a round person and it looks like I m pregnant. I ve tried several very expensive corsets and non of them work because of my stomach.	Fashion & Accessories	1463519447000
YA:20160517141125AAZKYGQ	Is this outfit professional for a science fair event?	"Gray Buttoned down shirt(not tucked) /n/n Gray pants /n (not jeans) /n (it has like white and black stripes on the lower part, not on the pants itself) /n/n Gray & White Jordans"	Fashion & Accessories	1463519485000
YA:20160517141245AA2lw88	Question about worms in cats?	"i was playing with my cat yesterday and noticed a tiny white worm crawl out of her butt and also noticed another one around her butt in her fur. She automatically licked it up so i didn t get to look at it very well./nBefore i had noticed this, i did hear her make some strange noises as well. Like a squeak of sorts. Short and quiet noises./nMy fiance bought her some deworming medicine that the pharmacist recommended but it is only for roundworms and i am unsure if it is roundworms or tapeworms. Im almost positive it is one of the two. I want to take her to the vet to be sure but i do not have the money for it right now./nWhat i want to know is if roundworms can come out of the anus? /nShe is not showing any real symptoms, no diarrhea or constipation and i have not noticed any worms in her feces./nAny information is appreciated."	Cats	1463519565000
YA:20160517141339AAEHF4q	"What could the disease be if they have severe muscle pain, a fever, headache. and vomiting she also has stiff neck?"	"patient #80127 may flower is a 27 year old botanist who recently moved here from brazil she is complaining of severe muscle pain, a fever, headache. and vomiting she also has stiff neck/n/nthe objective is to diagnose the patient. The answer is not meningitis. /ni think it is a protozoa, because the antibody test came back negative meaning its not a bacteria?  /ni honestly don't know, but this is for my anatomy and physiology final /nthese are the disease listed: /namebic Dysentery, Botulism, Chickenpox, Diphtheria , influenza, legionnaires' disease /nlyme disease, measles (rubeola), meningitis (bacterial), mononucleosis, mumps, osteomyelitis, pneumonia, poliomyelitis, rabies, rocky mountain spotted fever, rubella (german measles), st louis encephalitis, strep throat, tetanus, tuberculosis, whooping cough /n/nplease help"	Infectious Diseases	1463519619000
YA:20160517141415AA2nhXq	"What is social anxiety disorder, and how do I cure it?"	Please...Help...Me... :'(	Mental Health	1463519655000
YA:20160517141601AAD9T3r	Can you recommend me a face moisturizer?	"I have oily skin in my t-zone and dry cheeks, forehead and acne prone skin. /nAnd one that won't kill my wallet."	Skin Conditions	1463519761000
YA:20160517141655AAFrAmv	How much would a tattoo like this cost?	"On the arm, say 5-6 inches no color. In general what should this cost for good detail?/n/nhttp://tattoosat.com/wp-content/uploads/2014/11/Poseidon-3.jpg"	Tattoos	1463519815000
YA:20160517141752AATfGSl	If the sclae factor of a dilation is greater than 1 is that an enlargement or a reduction?		Men's Health	1463519873000
YA:20160517141828AAJ6swh	Why do the people of England keep wanting to fight the British?	"Don't fight the British!!! Get along with the British/n/nIf you the British offend you in any way, use English ....speak English to them and say in English... Your language Of English...........    /n''I am your English friend. I am not going to fight against the British. I like Welsh people and Scottish people and British people.''  /n/nDon't fight the British."	Other - United Kingdom	1463519908000
YA:20160517141919AAWwMQ1	I need to clean my system help?	I need something like a detox or maybe a laxative to help me clean out my system because i just dont go to the bathroom very often what do y'all recommend	Diet & Fitness	1463519959000
YA:20160517142106AAu0D56	Is my finger broken or just bruised?	"I went to open the car door and my index finger got in between the door and the side view mirror of the next car. It hurt initially and it immediately got red,after a few minutes it became blue around the sides of the redness. It only hurts if i touch it myself like when i wash my hands, it doesn't seem to have lost much mobility but i cant make a strong fist from some of the stiffness. Im not sure if its broken or just bruised."	Injuries	1463520066000
YA:20160517142202AAfkZtw	I keep seeing the same word EVERYWHERE. It's the word 'Shoreline' I know it's not a coincidence and it's not 'sticking out to me'?	The first time I saw it was when I was watching PewdiePie play Uncharted 4. It was on equipment boxes for a company named 'Shoreline' then the next day I started reading a book series named 'Fallen' and in the second book the main character went to a school named 'Shoreline' THEN this morning I was leaving my aunt's house and was dusting off my pants before driving away and when I looked up the street name was called 'Shoreline' I was like ''BRUH WTF'' and don't say that I notice it more because of the first time I saw it because that only happens if you HEAR it and I haven't heard it once I have only seen it with my EYES. Someone explain this wild **** because I am at a loss for words bruh.	Books & Authors	1463520122000
YA:20160517142306AArib1b	How do I cash my deceased dad s Tax Return?	"My dad passed away last year and I filed his taxes on his behalf. I looked up how to file his taxes properly and did everything that I was supposed to do including writing Deceased at the top of the form, signing it as his personal representative and attaching form 1310 to claim his refund on his behalf. I just got a check from the state but it s still under his name. Can I still cash it somehow or do I need to contact the IRS to sort this out?"	United States	1463520186000
YA:20160517142417AApoTtq	At what mileage should the timing belt be replaced?		Maintenance & Repairs	1463520257000
YA:20160517142438AAoLS7o	Why is there always that one weird roommate no matter what place I live in?	"It seems that all the normal nice ones aren't main stays at all and move out quite fast and the weird ones stay to the bitter end./n/nIn the houses I've lived in (a lot) I had:/n/nA cult follower/nA hate filled bipolar woman filled with paranoid delusions who conspired to have my roommates hate me, achieved it, then killed herself./nA skeletal druggie mess of a guy who was barely alive and seemed to have it in for me (only when he had mood swings) even though I helped him with a few things,like when he lost his keys (which I now regret)/nAn alcoholic/anxiety ridden guy I live with now who for some reason has taken a sudden dislike to me for reasons I can only speculate./n/nI seem to be a type of roommate who gets backstabbed by these kinds of jerks just for being quiet and normal. It has caused me have to move a lot."	Mental Health	1463520278000
YA:20160517142552AAGsltf	In this novel's title ''The Catcher in the Rye'' what does the ''Catcher'' mean?		Books & Authors	1463520352000
YA:20160517142727AARFOrr	The escaping of wator vapor from a leaf is a?		Football (American)	1463520447000
YA:20160517142825AAb0bAE	"What would be a good analysis of SF poem by David Lehman? theme, literary devices, tone and effect?"		Poetry	1463520505000
YA:20160517142924AADfULN	How long does side effects of chemotherapy last?	"a year ago i got pregnant. i dont drink i dont smoke, i excercise, i eat healty. my daughter was born  with big tumor in her chest so her heart and lungs didnt have enough space to grow to a proper size. she died  4 hours aftec-section. it was devastating but i managed to get through it so i can be pregnant with another child. but 2 weeks after c-section i suffered deep vein trombosis. i couldnt walk and eventually i passed out. the pain was horrible and i had fever and almost everyone from medical stuff was asking me if i have boy or girl (the scar from c section was visible). it was to much to handle and i broke down and cried  for hours. i went  through 48hours of trombolysis and got 2 stents in pelvic vein and i take blood thiners which are teratogenic( kill fetus). anyway i was happy that i was finnaly at the end of blood thinners treatment (6 months). my leg feels ok now. i was looking forward that there may be a chance i got pregnant sooner or later. but  i found out i have breast cancer. i got mastectomy in april and im about to go through  6 months of chemotherapy. so when its the right time to get pregnant again afte chemo?my first child was born with tumor even when i did everything to live healthy and im concerned that chemotherapy drugs stay in my body for a long time. how long do i have to wait? im 31 and i feel old already. does anybody have any experience with chemo and pregnancy afterwards?"	Cancer	1463520564000
YA:20160517143040AAfWZzr	How do 12 gram co2 air guns work?	When you put in a cartridge and the gun pokes a hole in it how does the cartridge not leak out all the air? What is the exact name of the thing that stops it from leaking? And how does the gun know when how much air to release to shoot ammo? Please give me the exact names of the things used to do this.	Hunting	1463520640000
YA:20160517143134AAdfvrL	What would happen if a 14 year old white kid held a door open for a black man in Alabama during the 1930s?		History	1463520694000
YA:20160517143243AAkTIk2	Do squats actually do anything?	"has doing squats ever actually worked for anybody for gaining booty size? I don't care about getting rid of fat or making it ''tight'', but would squats make it bigger? and if it could, how many/how often would it take? would it work on a squarish butt?"	Diet & Fitness	1463520763000
YA:20160517143329AAOY8WM	Do I have asthma?	"I think I could possibly have asthma. Just to let you know, I had asthma when I was 4/5 and I had to use an inhaler. Throughout my entire life, I've had problems with breathing and having a tight chest. I could just be normally sitting down and then suddenly my throat feels really tight and I find it harder to breathe than I normally do. My chest will feel tight and I would find it hard to move and I get chest pain. I get really bad nonstop coughing for a few days, and all these cough sweets seem to do no good. All this makes me feel super tired very easily, I could run about 10m at average speed and I would get super tired and get stitches. Also, I feel like someone is literally spraying hairspray down my throat, and it feels all cold when I breathe in and if I take deep breaths it hurts alot. Could I possibly have asthma? By the way, I'm a 13 year old girl."	Respiratory Diseases	1463520809000
YA:20160517143437AA56nLm	Leibniz and humes. What did they disagree on and why?	"I just need three examples. I've looked everywhere but everything is in great detail, I'm not sure where to start"	History	1463520877000
YA:20160517143541AAmGPtZ	What is a good slogan for running for student council in 7th grade?	I am running for Student council in my middle school and I really can't come up with any good slogans.	Running	1463520941000
YA:20160517143635AAGX4zG	Need help wiring pc power button!?	"Hello,/n/nI am trying to wire a power push button I bought using the wires from an atx pc button I bought. Using the picture links below can this be done (Making LED + Power button work)? /n/nPower Push Button Diagram:/nhttp://oi66.tinypic.com/eiqdqt.jpg/n/nPush Button Pic/nhttp://oi66.tinypic.com/2lufntk.jpg/n/nATX PC Power Cable:/nhttp://oi65.tinypic.com/e8mkiw.jpg/n/nThank you in advance! :D"	Do It Yourself (DIY)	1463520995000
YA:20160517143725AANa4iE	"During the Ratification of the Constitution, why were the Federalists trying to limit State Powers?"		History	1463521045000
YA:20160517143854AAotU6O	Just got my first tattoo on my shoulder and want to turn it into a half sleeve! Any ideas?		Tattoos	1463521134000
YA:20160517144008AA1wFL5	Should I do Cross Country for my school?	"I really want to do Cross Country, but I don't know if I can handle the workouts. I already do track, and am a distance runner, so I can handle five or six miles runs, but from what people have told me, the typical Cross Country workout can be 20 400m's, two mile simulators, and forty hills. Also, I am one of the worst distance runners on the team (my mile time is 6:10). The reasons I want to do it is so I can improve my times for winter and spring track, and so I can get into better shape (im at a healthy weight, but still have some fat i wanna get rid of). I also really love running 5k's, and I heard the races are very similar to those, except with more hills. My main concern is the coach. If I start getting tired and doing bad during practice, then I am afraid he will get angry with me (I heard he does). I was thinking that I should try to lose 15-20 pounds before the season starts (I weigh 157 pounds and an 5''11 atm) but I wanna hear more input. What should I do?"	Running	1463521208000
YA:20160517144103AA9LjmB	Does anyone know a lipstick that comes close to Maybelline's Pink Diamonds #430?		Makeup	1463521263000
YA:20160517144153AAWCGhY	I want to have sex with a horse really bad but idk how to?	There are a few horses my neighbor owns but i think they are all male horses. There are also a few horses down the road from house. How could i go about have sex with one without getting caught?	Horses	1463521313000
YA:20160517144229AAvIRYs	Did the Warriors choke in the fourth quarter?		Basketball	1463521349000
YA:20160517144412AAIglZ8	I need to know who the bene if for contrat 83PK9182?		Men's Health	1463521452000
YA:20160517144514AAK02NQ	Help on correct dirt bike size?	"Hey there. I am 15, 5 6'', and 125 lbs. I currently ride a TTR 125, but it has become to slow and small for me. I ve been riding it for 3 years now. I ve been looking at 125 2 strokes and 250 4 strokes. They are both really tall bikes, but the weight is a huge difference. So I wasn t sure if I should get maybe a 85 or a Kawasaki 100. I rode the KX 100 and it had a ton more power and it wasn t to tall either. Am I too big for either of those two bikes? I sat on a KTM 500 and I could touch the ground. That bike is one inch lower than a 125 or a 250. I trail ride and ride on the motocross tracks near me. No racing but i do want to start Desert Racing again. Just not sure on what to get, I love the 250s but they are so much heavier than the 125s. If ya could help out that would be great.God Bless!"	Motorcycle Racing	1463521514000
YA:20160517144613AAOCnRQ	How did paul revere died?		History	1463521573000
YA:20160517144718AA3gO6N	Am I crazy? What's wrong with me?	"I'm a 17 year old female. I'm intelligent. Attractive. Charming. Yet I feel there is something deeply wrong about me. I'm not exactly sure what that is. /nI'm very promiscious. I started having sex literally in elementary school. They were a year older. I wasnt molested. Chill. I like getting high/drinking a lot. I hardly ever learn from my mistakes. I don't blame myself for anything. I just pretend to. I frequently under value people in my life, then later regret it. I feel empty. I don't like it when people don't give me what I want. It gives me extremely violent thoughts. /n/nI'm extremely impulsive. When things aren't working out in my life I get suicidal urges. If my gpa isn't at least a 3.7 by the end of this semester, I probably will kill myself. I'm not depressed, really. I used to be last year. I was raped the summer before sophomore year. I have a lot of murderous feelings about him. I want to slit his throat. /n/nI'm nice sometimes. I like helping poor kids. I like helping homeless people. I usually buy them salads or sandwiches. I love my friends ans family. I'm nice to everyone unless tbey give me a reason not to be. Problem is, when I'm wronged, my brain goes completely psychotic."	Mental Health	1463521638000
YA:20160517144805AAkuma2	"In the book Jane Eyre, Jane's annual wage is å£20. The book was written in 1847, does anyone know what the equivalent of that is now?"		Books & Authors	1463521685000
YA:20160517144921AADIsvD	Fuel Filter change?	I have 166k miles on my 97 Nissan Pathfinder anf i was wondering once i take out the fuel pump chip and start the engine and decrease the pressure will gas still come out? I'm doing it in the side of the road since my apartment manager will get pissed. Anyways how much would come out??	Maintenance & Repairs	1463521761000
YA:20160517145031AAdS8h5	US HISTORY HELP ASAP?	I need 2 themes (other than the impact of media) from the 1960s to the 1970s (specifically from 1960 to 1975). Please just list as many as you can think of!	History	1463521831000
YA:20160517145108AAlTc1A	Do you have any story idea's?	"I want to write a book. The only thing that pops in my mind is fan fiction such as teen wolf, the walking dead, the 100, etc. I want to do something original but I need some ideas. If you have any I prefer sci-fi, like futuristic. I promise I won't steal your ideas but it will help me get better ideas. Thank you!"	Books & Authors	1463521868000
YA:20160517145222AA7vwml	Are my braces dented?	"I got braces a few months ago, and I'm not sure if they came like this, but there is a dent in my top and bottom front teeth's wire. I don't know if it is supposed to be here, can someone please help? Thanks :D"	Dental	1463521942000
YA:20160517145331AALF6yf	Could an Alaskan Malamute be a good hunting dog?	I'm thinking about getting a new dog and I love Alaskan malamutes but I also really want a good bird dog for hunting grouse. I know they're excellent working dogs but I was wondering if they would be good at flushing birds.	Dogs	1463522011000
YA:20160517145407AAOnOFx	What is a flesh eating bacteria that is caused by diabetes?		Diabetes	1463522047000
YA:20160517145541AAeOYEb	My friend's being clingy how do I get her to back off?	"She's been coming over to my house every day unannounced. She's here right now and if I ask her to leave she just whines until she gets her way. She eats all my food and then when I go to her house (cuz she begs me to) she never lets me eat any of her food. She thinks that she can boss me around like I'm some kind of pet!! I've known her for years and I'm not the type of person that can say no when people tell me to do stuff. She's been in a bad position all her life, her mom died of pneumonia and her dad died of cancer, and now she's living with her grandma and grandpa. She moves constantly and switches schools constantly. She's been smoking cigarettes, she recently just got high on marijuana for the first time, and she's thinking of trying alcohol. She's 14. Her whole life is falling apart and I don't want to put stress on her. I'm trying to stop her from doing all this stuff but I DON'T KNOW HOW!!! HELP ME!!"	Dogs	1463522141000
YA:20160517145659AANgOWf	I'm hungry and I'm already fantasizing about eating other humans?		Diet & Fitness	1463522219000
YA:20160517145848AACv5Al	I'm writing 4 paragraphs about Jefferson and Lincoln similarities and differences?		History	1463522328000
YA:20160517145929AAgK2zB	Girls: how do I stop thinking I'll leak during my period?	"I'm a 13 year old girl and this isn't my first period. I've had them since I was 12. Anyways, even days after my period ended, I'll still get this fear that it'll suddenly come back and stain my underwear and pants. I even feel this way a week or two after my period ends! I go to the bathroom after every class to check cause that's how paranoid I am. I wear a good tampon and pad brand when on my period by the way. But yeah how can I stop freaking out about it? Thanks"	Women's Health	1463522369000
YA:20160517150100AADixFT	Will Curry go to another level for the rest of the playoffs?		Basketball	1463522460000
YA:20160517150130AAc5yBN	Thigh pain after running?	I've been running for about 3 months and I've never hurt any part of my body. Before I run into stretch and drink lots of water. I don't have any issues running except for this intense pain in my left thigh. I've noticed that after I run my usual mile my legs sometimes hurt and I have to rest for a little bit before walking around again. I've tried putting ice on it and using a heating pad but the pain won't go away. I have tryouts in a week and I can do the mile fine but this recent pain (started about a week ago) is keeping me from running like I normally do. The pain is right at the top of my thigh right below my hip. It feels like a stabbing pain and it gets even worse when I run. It makes me limp and I have to constantly hold onto something when I walk. Does anyone have any tips? I'm really worried since tryouts are literally next week and this is keeping me from running. Please help	Running	1463522490000
YA:20160517150228AAA2zFS	Nendoroid peg broke and now part of it is stuck?	"Okay, so I accidentally knocked over my nendoroid L. And since his head is huge af, it broke the peg and a part of the peg is now stuck in his body. I ve tried removing it with the tip of an exacto knife blade and the tip is stuck there too. :("	Maintenance & Repairs	1463522548000
YA:20160517150416AAVWb57	Can I use the plasti dip spray on plaster?	I'm making a mask for a convention in a week and I used plaster cloth on it to give it a hard shell but I was told I can use plasti dip to smooth it out before I paint it. I got the spray on plasti dip from Auto zone and tested it on a small piece of plaster cloth and air bubbles came up and kept reappearing even after three layers. Any tips or advice?	Maintenance & Repairs	1463522656000
YA:20160517150451AAev6T6	Everytime I go to the doctors I said can't give urine sample and i can't pee in a cup and it's been like that since I was a kid and now I'm?	24 years old women and still can't do it help me please	Women's Health	1463522691000
YA:20160517150548AA8tIIR	How are all NXT crowds always smark crowds?		Wrestling	1463522748000
YA:20160517150704AA9IveW	Is my jaw too short? Please help me?	I feel like I have an underdeveloped jaw. It looks so weird when I close my mouth. It kind of feels weird too. What can I do to fix it?	Dental	1463522824000
YA:20160517150825AA3oZET	Does overconsumption of caffeine daily lower our dopamine receptors? Or cause dopamine deficiency?		Diet & Fitness	1463522905000
YA:20160517150921AAFSwLT	Why Ì¨s everyone growing taller than me?	I am 14 and male. I eat healthy foods and risers ice daily and hit puberty about 2 years ago. What I'm worried about is that all the guys in my school are growing faster and taller than me. I am 5'4 and remained the same for a while. The kids who were 2-4 inches shorter than me a year ago are now either my height or taller. Is it normal for a boy to pause a few months of growing during a growth spurt?	Men's Health	1463522961000
YA:20160517150931AAS0GDk	What is the normal size of an ascending thoracic aorta?		Dogs	1463522971000
YA:20160517151108AAjRkRp	Caring for canaries?	"I love canaries and i would love to get one. I have budgies that live in my room. I would like to get a canary downstairs so i can hear is singing. I know what to feed them and what kind of cage and perches it should have. But im wondering about interecting it with. I heard that canaries and finches usually become untame when they get older. So how should i interact with it? Should i just leave it alone but take it to another room for it to fly around? I dont know if i will get one, but i just want to know about this before deciding or thinking more about getting one."	Birds	1463523068000
YA:20160517151218AAIBICa	Where can I hide condoms on me?	I am going to my boyfriends house of Saturday and we plan to have sex and I need to bring the condoms but I do not know how to discreetly bring them. I would typically put them in my jacket but it is going to be like 28 degrees celcius and wearing my coat would be odd. I am not the girliest girl ever and I don't typically carry a purse with me so it is weird for me to bring one to his house considering I wouldn't need much and the one purse I really have is huge. Any suggestions? Thanks	Women's Health	1463523138000
YA:20160517151346AAluoFo	What channel is motogp on for xfinity?		Motorcycle Racing	1463523226000
YA:20160517151413AApYDcR	How many Bowls do you think Tom Brady will get before he retires?	He has 4 now	Football (American)	1463523253000
YA:20160517151612AAASHRu	Describing a book cover I need to know the name. the authors name is Johnson or Jackson or jack something! Big letters on front/side.?		Books & Authors	1463523372000
YA:20160517151807AAf42ZI	What if these friends magically became animals what would each of them become?	https://scontent-ams3-1.xx.fbcdn.net/v/t1.0-9/12033155_950913808284822_7515456338514818692_n.jpg?oh=84202ba9eab237ed3786bd2d137cb6d6&oe=57D28F1F	Fashion & Accessories	1463523487000
YA:20160517151845AArQM1v	Can I have a full analysis of the poem Idiomatic by Billy Collins? I need to write a five paragraph essay on this poem?		Poetry	1463523525000
YA:20160517152114AAVJ7nC	Should a low/medium income person be allowed to have pets?		Other - Pets	1463523674000
YA:20160517152208AA9gbHk	In what ways did nixon apper to send mixed messages about civil rights?		History	1463523728000
YA:20160517152322AAQoUvj	Was Hitler right?		History	1463523802000
YA:20160517152431AApll3r	Lower abdominal pain. What could it be?	"I went to the clinic this morning with severe pain on the front right side, kidney area.  I have had kidney stones, kidney infections, and hydronephrosis, so I was concerned it was something like that.  Well after blood testing, urine analysis, and a ct scan they told me I was probably the healthiest person in there.  I know that I'm not imagining the pain.  I chugged 2 liters of water and took a nap, and 4 hours later I am still in constant pain.  Worse when I use the bathroom or move at all.  The only thing that helps is to suck up the pain of moving until I'm standing straight up and that seems to be the most comfortable.  I also seem have to twinges of pain in that area randomly...few times a day for a few days and then it goes away for a few weeks.  I'm wondering if anyone has any thoughts on what it could, has experienced this before but had perfect tests."	Pain & Pain Management	1463523871000
YA:20160517152535AA624rC	My younger is a spaz and seems to have has no volume control.?	"She talks really fast sometimes and always talks really loud. Especially on the phone.She has ADD,  Does this have anything to do with it?"	Mental Health	1463523935000
YA:20160517152614AASc05Z	How do co2 air guns work?	How do co2 guns work? Specifically how does the air not all escape once the hole in punctured into the cartridge? How does the gun control the amount of air released to shoot the ammo? I am looking for EXACT names of the parts used to do those  things. Whoever can provide the EXACT names and go into the most detail we be awarded best answer! Thank you!	Hunting	1463523974000
YA:20160517152735AAZm82S	No shorts are right for me!?	I have very long legs. They probably take up over half of my body. I have a very slim figure. I put on any kind of shorts a 14 year old girl would wear and my mom just says that they're too short! Today I put on my sisters American eagle size 0 shorts on and the waistband was already too big. I showed my mom and she said that they are too short. I don't want to wear Bermuda shorts or anything long. I just want to wear regular shorts like a normal teenager. I was thinking of buying high waisted shorts and using them as regular ones because of how long my legs are. Is this a good idea? Any other options? Anything but really long shorts.	Fashion & Accessories	1463524055000
YA:20160517152827AAMKxk7	Describing a book cover.. Picture on front is of dead fish and rubbish in net (cartoonish) author is Jackson or Johnson plz help?		Books & Authors	1463524107000
YA:20160517152937AAB6jTe	I have bleached hair .I want to go back black. So i put a black rinse on twice. My hair is green. What to do to get back black or brown?		Hair	1463524177000
YA:20160517153043AAnpFRZ	I need to know how much i can get for my chanel handbag?		Fashion & Accessories	1463524243000
YA:20160517153137AALGeVs	Is it possible to fix the crack in my door or do I have to buy another one?		Maintenance & Repairs	1463524297000
YA:20160517153224AAiqbJP	"Tardive Dyskinesia? I took abilify two years ago, and stopped it two years ago, because I had facial spasms Could this have been permanent?"		Injuries	1463524344000
YA:20160517153338AAoZAMf	Why does thunder keep getting lucky in the last minutes with the refs officiating?		Basketball	1463524418000
YA:20160517153447AAa5RfV	Snacks Ideas?	"I need some some snacks with no dairy. wheat flour, vegetable oil, or added sugar. This eliminates most processed foods. Does any one have any ideas?"	Diet & Fitness	1463524487000
YA:20160517153539AAVgk0E	Nosebleeds for the past day?	"Hi.  So, it seems like my nose has been bleeding a lot within the past twenty-four hours.  I'm not in any pain, other than irritation in my throat from the drainage, and I'm only bleeding out of the front of my nose if I use a tissue.  I have allergies, and the weather went from being very warm to cold/chilly again in the past twenty-four hours as well.  Could this be the cause, or should I seek a doctor?"	Allergies	1463524539000
YA:20160517153657AATGMj9	What font is used as the title in ''These final Hours''?		Other - Visual Arts	1463524617000
YA:20160517153733AA12KNf	"Shade + light palette by Kat Von D, or the Cocoa Contour palette by TooFaced?"	"opinions, opinions?"	Makeup	1463524653000
YA:20160517153932AAzq3js	"Pain when I orgasm, should I see a regular doctor or a gynecologist?"		Women's Health	1463524772000
YA:20160517154104AA874OD	Interesting topics in American history?	"For a huge video essay I need a of America history, not too broad. It doesn't have to be a specific date though (ex. American funeral industry, the punk rock era, 1962, pollution in America, etc)"	History	1463524864000
YA:20160517154149AAyMudR	Can a tennis player beat up a football linebacker?		Football (American)	1463524909000
YA:20160517154311AAEDuw9	How should i masturbate? Female here.?	"By the way, i have a large family, so im NEVER home alone. Help..."	Women's Health	1463524991000
YA:20160517154414AA4V4iJ	I have chest pain everytime I have a cold?		Pain & Pain Management	1463525054000
YA:20160517154524AAwV281	"I am 13.5 years of age and am currently 5'2.5'' and am curious if I could grow to be as tall as 5'7.8'' to 5'8''. My mother is 5'7, dad 5'8.?"		Men's Health	1463525124000
YA:20160517154618AAB7Yhp	I have a 9 month old german shepherd puppy and I'm looking to adopt a 5 month old puppy my 9 month old pup is very well trained?		Dogs	1463525178000
YA:20160517154659AA3zZaR	Does anyone know what happened to the website 7xperfectbags.net ?	"I know their site got taken down but does anyone know the new website domain they switched to? They literally had THE BEST replica designer bags EVER. Seriously, out of all the fake bag sellers out there, there craftsmanship was sooo good you honestly couldn t tell them apart from the real thing! -and I work in the fashion so trust me, I d know.  (ha, no wonder they got taken down.) but seriously, I NEED them. I ve had my eye on one of their bags FOREVER and finalllly have enough money saved up to get one, (I mean for replica s they re still pretty expensive but spending several hundred dollars still beats several thousands for the real thing!) anyway, just my luck that on the day I finally have enough to buy it, their website is gone! Noooooo! I ve searched through all other fake-bag website but the quality just doesn t look as good, or worse they stole the picture from 7xbags (I recognized the backdrop set up) And just cropped out their watermark to stick their own! Ironically enough, I need ''the original'' replica bag-makers. /n/nIf anyone knows where they are, please help!!!"	Fashion & Accessories	1463525219000
YA:20160517154808AA9YK6z	How can I stop smelling like curry?	"I eat a lot of curry, once a day. I can't stop because my parents are strict and Indian. I smell like it. I shower every day. How can I stop smelling like this?"	Cleaning & Laundry	1463525288000
YA:20160517154920AA6Jpjv	Why grow avocado seeds in water?	I want to grow an avocado tree from the pit of an avocado. Every page and YouTube video on the internet says to suspend the pit in water to start the roots. How does this happen in nature? Why not just put it in soil?	Garden & Landscape	1463525360000
YA:20160517155025AAZPpMM	Which hotel searching site shows and compare a TOTAL price including tax and surcharges?		Other - Beauty & Style	1463525425000
YA:20160517155123AABnMuL	What does this sound like happened/could be wrong?	When I had a bowel movement today a drop of blood was in the water. I have had blood before when I went to the bathroom but it's usually streaks of blood on the stool or when I wipe. But today I did have it when I wiped but there was also a drop of blood like the size of a nickel. Does that mean liquid came out of my butt with the stool like diarrhea or was it just blood that dripped? I had a solid bowel movement otherwise.	Other - Diseases	1463525483000
YA:20160517155348AACAwVN	Going to Colorado soon can I bring weed back to California I have my 215 how much can I bring legally?		Packing & Preparation	1463525628000
YA:20160517155438AAI3dOC	Stress? OR HIV? HELP!!!?	Well im 16 i Had unprotected oral sex....(performed and recieved) (didn't last long....maybe a minute or two) 2 weeks after I had the urge to urinate and pain while doing so....went to the doctor....I had no bacteria did a urnine test....had no bacteria in my system......then I went to Google and started searching and got paranoid about having HIV.....the guy told me he was clean....... these are the symptoms I have /n/n-headaches /n-diharea /n-back/body pain /n-eye pain /n-sore throat /n-fever /n-feel as though i have swallon lympth nodes/ni really need some relief	STDs	1463525678000
YA:20160517155544AAg6Ayd	"Hmm! Raining cats and dogs, cats are worst those nails are sharp right?"		Cats	1463525744000
YA:20160517155641AAjV9PL	"If im planting three shrubs each four ft wide do I space them 4 ft apart, half the width of one shrub plus half the width of the next shrub?"		Garden & Landscape	1463525801000
YA:20160517155758AAic8zP	"Im prescribed 50 mg of Zoloft and I m supposed to take one a day but it s wearing off too quickly throughout the day, should I take another?"		Diet & Fitness	1463525878000
YA:20160517155833AAY8QBb	What's a good title for a short story about death?	"I had to write a short story for english class/n/nthe basic outline is: four best friends are hanging out, they go on a hike, they find an abandoned house and an old map inside, they follow the map, one of them dies, the others bury her so they won't be blamed and say she ran away"	Books & Authors	1463525913000
YA:20160517160000AAjrhFk	My boyfriend caring for fish is making me mad?	"Fish are easy to take care of and this grudge may be pathetic, I'll TRY to explain but it's a long long story./n/nMy body cannot handle a baby like I thought. I had to give the baby up. Abortion. It tore me apart and I wish I would have gave it a chance, I didn't want to be sick my whole pregnancy but now I am willing to./n/nAnyway- My boyfriend doesn't have a job until summer, he stopped working for this one lady so a money flow will come during summer. He lives with his gma for now, and I feel like he is obsessing over...fish. We never talk about the baby but he is putting money towards fish and not us, I always put my money towards us and he never does. Fish, fish, fish. Now he is worried that his fish may die. But it seems like that's his new focus other than the baby./nHe says if his fish die he'll get guppies...That made me so aggravated. /n/n     Is this stupid? Do I have ANY point into being mad? I feel like I'm the one dealing with the grief and regret while he has the grief for fish!"	Fish	1463526000000
YA:20160517160023AArAeVf	How to draw backgrounds?	"how should i draw backgrounds for anime figures i draw? i don't want to draw like a whole scenery, just something plain and nice that fits with the drawing."	Drawing & Illustration	1463526023000
YA:20160517160140AAGS6FM	Have any baseball brawls ever led to players being charged with assault?	"For example, if a group of fans got into the same kind of fight outside the stadium, they would all be arrested. So what makes the players different from the fans, aside from being paid millions?"	Baseball	1463526100000
YA:20160517160319AAlyNVE	How do people snort water?	do they use the same way with crack?	Other - General Health Care	1463526199000
YA:20160517160359AA3gH2M	How can I stop wasps from building nests under the eaves of my house?		Decorating & Remodeling	1463526239000
